Saņēmējs,Ziedojuma veids,Vērtība,Deputāts,Frakcija,Datums
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,65,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,44,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/12/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,67,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/16/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,87,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/06/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,34,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/19/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,64,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/21/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,64,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/21/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,85,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/22/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,74,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,10/01/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,170,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,10/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,03/06/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,35,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,03/08/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,100,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,03/16/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,04/04/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,04/08/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,04/09/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,04/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,100,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,05/09/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,89,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,03/09/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,428,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,03/16/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,80,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,07/13/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,60,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,07/14/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,60,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/03/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,40,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/16/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,60,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,08/23/2020
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,50,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,02/12/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,140,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,04/29/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,2000,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,09/12/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,2500,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,01/14/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1000,Raivis Dzintars,Nacionāla Apvienība VL-TB/LNNK,01/28/2019
Attīstībai/Par!,Nauda,200,Juris Pūce,Attīstībai/Par!,05/08/2018
Attīstībai/Par!,Nauda,10,Juris Pūce,Attīstībai/Par!,08/30/2018
Attīstībai/Par!,Nauda,40,Juris Pūce,Attīstībai/Par!,09/27/2018
Attīstībai/Par!,Nauda,100,Juris Pūce,Attīstībai/Par!,10/11/2018
Attīstībai/Par!,Nauda,50,Juris Pūce,Attīstībai/Par!,01/10/2019
Attīstībai/Par!,Nauda,100,Juris Pūce,Attīstībai/Par!,02/07/2019
Attīstībai/Par!,Nauda,600,Juris Pūce,Attīstībai/Par!,04/02/2019
Attīstībai/Par!,Nauda,100,Juris Pūce,Attīstībai/Par!,04/02/2019
Attīstībai/Par!,Nauda,40,Juris Pūce,Attīstībai/Par!,05/14/2019
Attīstībai/Par!,Nauda,10,Juris Pūce,Attīstībai/Par!,05/22/2019
Attīstībai/Par!,Nauda,20,Juris Pūce,Attīstībai/Par!,10/04/2019
Attīstībai/Par!,Nauda,20,Juris Pūce,Attīstībai/Par!,10/31/2019
Attīstībai/Par!,Nauda,10,Juris Pūce,Attīstībai/Par!,12/03/2019
Attīstībai/Par!,Nauda,20,Juris Pūce,Attīstībai/Par!,01/05/2020
Latvijas attīstībai,Biedra nauda,10,Juris Pūce,Attīstībai/Par!,01/09/2018
Latvijas attīstībai,Biedra nauda,1500,Juris Pūce,Attīstībai/Par!,01/12/2018
Latvijas attīstībai,Biedra nauda,350,Juris Pūce,Attīstībai/Par!,03/12/2018
Latvijas attīstībai,Biedra nauda,50,Juris Pūce,Attīstībai/Par!,03/12/2018
Latvijas attīstībai,Biedra nauda,200,Juris Pūce,Attīstībai/Par!,03/30/2018
Latvijas attīstībai,Biedra nauda,1000,Juris Pūce,Attīstībai/Par!,04/30/2018
Latvijas attīstībai,Biedra nauda,300,Juris Pūce,Attīstībai/Par!,05/21/2018
Latvijas attīstībai,Biedra nauda,900,Juris Pūce,Attīstībai/Par!,07/31/2018
Latvijas attīstībai,Biedra nauda,600,Juris Pūce,Attīstībai/Par!,07/31/2018
Latvijas attīstībai,Biedra nauda,250,Juris Pūce,Attīstībai/Par!,08/14/2018
Latvijas attīstībai,Biedra nauda,200,Juris Pūce,Attīstībai/Par!,09/24/2018
Latvijas attīstībai,Biedra nauda,80,Juris Pūce,Attīstībai/Par!,10/04/2018
Latvijas attīstībai,Biedra nauda,50,Juris Pūce,Attīstībai/Par!,12/07/2018
Latvijas attīstībai,Biedra nauda,50,Juris Pūce,Attīstībai/Par!,12/31/2018
Latvijas attīstībai,Biedra nauda,150,Juris Pūce,Attīstībai/Par!,01/15/2019
Latvijas attīstībai,Biedra nauda,50,Juris Pūce,Attīstībai/Par!,05/01/2019
Latvijas attīstībai,Biedra nauda,20,Juris Pūce,Attīstībai/Par!,05/02/2019
Latvijas attīstībai,Biedra nauda,2000,Juris Pūce,Attīstībai/Par!,07/14/2019
Latvijas attīstībai,Biedra nauda,20,Juris Pūce,Attīstībai/Par!,09/01/2019
Latvijas attīstībai,Biedra nauda,40,Juris Pūce,Attīstībai/Par!,10/01/2019
Latvijas attīstībai,Biedra nauda,60,Juris Pūce,Attīstībai/Par!,10/04/2019
Latvijas attīstībai,Biedra nauda,20,Juris Pūce,Attīstībai/Par!,10/31/2019
Latvijas attīstībai,Biedra nauda,1,Juris Pūce,Attīstībai/Par!,11/27/2019
Latvijas attīstībai,Biedra nauda,50,Juris Pūce,Attīstībai/Par!,11/27/2019
Latvijas attīstībai,Biedra nauda,5,Juris Pūce,Attīstībai/Par!,12/02/2019
Latvijas attīstībai,Biedra nauda,10,Juris Pūce,Attīstībai/Par!,12/04/2019
Latvijas attīstībai,Biedra nauda,2500,Juris Pūce,Attīstībai/Par!,12/21/2019
Latvijas attīstībai,Biedra nauda,1500,Juris Pūce,Attīstībai/Par!,06/18/2020
Latvijas attīstībai,Biedra nauda,900,Juris Pūce,Attīstībai/Par!,03/18/2021
Latvijas attīstībai,Biedra nauda,1000,Juris Pūce,Attīstībai/Par!,03/18/2021
Latvijas attīstībai,Nauda,600,Juris Pūce,Attīstībai/Par!,12/22/2019
Latvijas attīstībai,Nauda,600,Juris Pūce,Attīstībai/Par!,06/18/2020
Latvijas attīstībai,Nauda,50,Juris Pūce,Attīstībai/Par!,08/21/2020
Latvijas attīstībai,Nauda,600,Juris Pūce,Attīstībai/Par!,03/17/2021
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,500,Māris Kučinskis,Zaļo un Zemnieku Savienība,10/29/2020
LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,500,Māris Kučinskis,Zaļo un Zemnieku Savienība,11/10/2020
Zaļo un Zemnieku savienība,Nauda,3000,Māris Kučinskis,Zaļo un Zemnieku Savienība,08/20/2018
Zaļo un Zemnieku savienība,Nauda,1000,Māris Kučinskis,Zaļo un Zemnieku Savienība,09/25/2018
Zaļo un Zemnieku savienība,Nauda,1000,Māris Kučinskis,Zaļo un Zemnieku Savienība,10/09/2018
Zaļo un Zemnieku savienība,Nauda,1000,Māris Kučinskis,Zaļo un Zemnieku Savienība,10/23/2018
Zaļo un Zemnieku savienība,Nauda,1500,Māris Kučinskis,Zaļo un Zemnieku Savienība,12/27/2018
Jaunā konservatīvā partija,Biedra nauda,250,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,01/08/2019
Jaunā konservatīvā partija,Biedra nauda,250,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,02/03/2019
Jaunā konservatīvā partija,Biedra nauda,320,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,03/10/2019
Jaunā konservatīvā partija,Biedra nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,03/10/2021
Jaunā konservatīvā partija,Biedra nauda,105,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,04/09/2021
Jaunā konservatīvā partija,Biedra nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,07/07/2021
Jaunā konservatīvā partija,Biedra nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,10/09/2021
Jaunā konservatīvā partija,Biedra nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,11/02/2021
Jaunā konservatīvā partija,Biedra nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,12/07/2021
Jaunā konservatīvā partija,Nauda,15,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,08/20/2018
Jaunā konservatīvā partija,Nauda,200,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,09/03/2018
Jaunā konservatīvā partija,Nauda,100,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,12/22/2018
Jaunā konservatīvā partija,Nauda,300,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,04/29/2019
Jaunā konservatīvā partija,Nauda,500,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,05/08/2019
Jaunā konservatīvā partija,Nauda,50,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,06/26/2019
Jaunā konservatīvā partija,Nauda,300,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,07/16/2019
Jaunā konservatīvā partija,Nauda,300,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,08/08/2019
Jaunā konservatīvā partija,Nauda,600,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,09/08/2019
Jaunā konservatīvā partija,Nauda,500,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,10/08/2019
Jaunā konservatīvā partija,Nauda,400,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,11/06/2019
Jaunā konservatīvā partija,Nauda,400,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,12/09/2019
Jaunā konservatīvā partija,Nauda,110,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,01/20/2020
Jaunā konservatīvā partija,Nauda,105,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,03/11/2020
Jaunā konservatīvā partija,Nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,04/09/2020
Jaunā konservatīvā partija,Nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,05/10/2020
Jaunā konservatīvā partija,Nauda,180,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,06/15/2020
Jaunā konservatīvā partija,Nauda,150,Dagmāra Beitnere-Le Galla,Jauno konservatīvo frakcija,09/10/2020
Jaunā konservatīvā partija,Nauda,25,Linda Medne,Jauno konservatīvo frakcija,01/18/2018
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,07/16/2018
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,07/25/2018
Jaunā konservatīvā partija,Nauda,60,Linda Medne,Jauno konservatīvo frakcija,08/30/2018
Jaunā konservatīvā partija,Nauda,1500,Linda Medne,Jauno konservatīvo frakcija,08/30/2018
Jaunā konservatīvā partija,Nauda,120,Linda Medne,Jauno konservatīvo frakcija,09/19/2018
Jaunā konservatīvā partija,Nauda,75,Linda Medne,Jauno konservatīvo frakcija,12/18/2018
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,12/18/2018
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,03/20/2019
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,04/29/2019
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,06/28/2019
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,07/12/2019
Jaunā konservatīvā partija,Nauda,45,Linda Medne,Jauno konservatīvo frakcija,07/12/2019
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,10/22/2019
Jaunā konservatīvā partija,Nauda,100,Linda Medne,Jauno konservatīvo frakcija,12/13/2019
Jaunā konservatīvā partija,Nauda,250,Linda Medne,Jauno konservatīvo frakcija,03/24/2021
Jaunā konservatīvā partija,Nauda,35,Linda Medne,Jauno konservatīvo frakcija,11/10/2021
Jaunā konservatīvā partija,Nauda,250,Linda Medne,Jauno konservatīvo frakcija,11/10/2021
Jaunā konservatīvā partija,Nauda,250,Linda Medne,Jauno konservatīvo frakcija,12/11/2021
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Biedra nauda,1000,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,08/06/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,419.95,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,08/28/2020
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,500,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,09/06/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,11/10/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,20,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,12/15/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,07/01/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,09/12/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,130,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,11/27/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,30,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,12/11/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,06/02/2020
"VIENOTĪBA, Partija",Nauda,50,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,08/03/2021
"VIENOTĪBA, Partija",Nauda,50,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,09/07/2021
"VIENOTĪBA, Partija",Nauda,50,Iveta Benhena-Bēkena,Pie frakcijām nepiederošie deputāti,11/15/2021
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,01/31/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1000,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,09/04/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,1000,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,09/13/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,12/14/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,01/15/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,100,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,07/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,200,Ināra Mūrniece,Nacionāla Apvienība VL-TB/LNNK,09/24/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,5.91,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,07/12/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,12.84,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,08/07/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,180,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,10/08/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,127.53,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,05/31/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,30,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,03/20/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,130,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,05/08/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,50,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,06/24/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,50,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,08/14/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,200,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,08/17/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,09/23/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,320,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,10/08/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,11/07/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,20,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,12/14/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,30,Kaspars Ģirģens,Pie frakcijām nepiederošie deputāti,04/05/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,19.54,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,08/31/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,303.37,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,10/03/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,278.3,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,10/31/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,50,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,08/10/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,250,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,09/14/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,485,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,09/20/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,20,Aldis Blumbergs,Pie frakcijām nepiederošie deputāti,12/11/2018
Jaunā konservatīvā partija,Biedra nauda,100,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,01/13/2019
Jaunā konservatīvā partija,Biedra nauda,100,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,01/13/2019
Jaunā konservatīvā partija,Biedra nauda,120,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,02/05/2019
Jaunā konservatīvā partija,Biedra nauda,40,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,02/13/2019
Jaunā konservatīvā partija,Biedra nauda,200,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,03/10/2019
Jaunā konservatīvā partija,Biedra nauda,200,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,04/11/2019
Jaunā konservatīvā partija,Biedra nauda,400,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,05/07/2019
Jaunā konservatīvā partija,Nauda,15,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,07/26/2018
Jaunā konservatīvā partija,Nauda,25,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,08/10/2018
Jaunā konservatīvā partija,Nauda,60,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,09/11/2018
Jaunā konservatīvā partija,Nauda,20,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,11/15/2018
Jaunā konservatīvā partija,Nauda,100,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,12/10/2018
Jaunā konservatīvā partija,Nauda,105,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,06/09/2019
Jaunā konservatīvā partija,Nauda,200,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,07/17/2019
Jaunā konservatīvā partija,Nauda,200,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,08/06/2019
Jaunā konservatīvā partija,Nauda,400,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,11/06/2019
Jaunā konservatīvā partija,Nauda,200,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,12/11/2019
Jaunā konservatīvā partija,Nauda,400,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,02/09/2020
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,03/08/2020
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,04/15/2020
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,06/10/2020
Jaunā konservatīvā partija,Nauda,300,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,11/29/2020
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,03/13/2021
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,04/08/2021
Jaunā konservatīvā partija,Nauda,500,Ilga Šuplinska,Pie frakcijām nepiederošie deputāti,05/11/2021
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,21.34,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,07/11/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,191.28,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,07/20/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,150,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,09/20/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,200,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,10/01/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,180,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,10/17/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Manta vai pakalpojums,377.47,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,05/23/2019
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,100,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,05/15/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,50,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,05/23/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,150,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,06/15/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,50,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,08/16/2018
"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,500,Aivars Geidāns,Pie frakcijām nepiederošie deputāti,09/20/2018
